scenarioId,flow,itemId,voiceId,exposureType,implementationState,gapAssumptionMs,sequenceOrder,cueKeys,scripts,assetCount,estimatedSpeechMs,estimatedTotalMs,countdownStartsAtMs,audibleGoAtMs,budgetClass,targetMs,hardMaxMs,passesTarget,passesHardMax,notes
training-squat-loaded-side-change-clara-gap100,training,squat-loaded,clara,side_change_path,ready_after_audio_generation,100,1,ex-squat-loaded-next-v21,Loaded squat.,1,1140,1140,1140,4140,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-loaded-side-change-clara-gap250,training,squat-loaded,clara,side_change_path,ready_after_audio_generation,250,1,ex-squat-loaded-next-v21,Loaded squat.,1,1140,1140,1140,4140,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-loaded-side-change-marcus-gap0,training,squat-loaded,marcus,side_change_path,ready_after_audio_generation,0,1,ex-squat-loaded-next-v21,Loaded squat.,1,1120,1120,1120,4120,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-loaded-side-change-marcus-gap100,training,squat-loaded,marcus,side_change_path,ready_after_audio_generation,100,1,ex-squat-loaded-next-v21,Loaded squat.,1,1120,1120,1120,4120,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-loaded-side-change-marcus-gap250,training,squat-loaded,marcus,side_change_path,ready_after_audio_generation,250,1,ex-squat-loaded-next-v21,Loaded squat.,1,1120,1120,1120,4120,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-loaded-repeat-clara-gap0,training,squat-loaded,clara,repeat_instructions,ready_after_audio_generation,0,1;2,ex-squat-loaded-first-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;Aim for eight reps.",2,8400,8400,8400,11400,repeat_instructions,10000,14000,true,true,No set count.
training-squat-loaded-repeat-clara-gap100,training,squat-loaded,clara,repeat_instructions,ready_after_audio_generation,100,1;2,ex-squat-loaded-first-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;Aim for eight reps.",2,8400,8500,8500,11500,repeat_instructions,10000,14000,true,true,No set count.
training-squat-loaded-repeat-clara-gap250,training,squat-loaded,clara,repeat_instructions,ready_after_audio_generation,250,1;2,ex-squat-loaded-first-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;Aim for eight reps.",2,8400,8650,8650,11650,repeat_instructions,10000,14000,true,true,No set count.
training-squat-loaded-repeat-marcus-gap0,training,squat-loaded,marcus,repeat_instructions,ready_after_audio_generation,0,1;2,ex-squat-loaded-first-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;Aim for eight reps.",2,8190,8190,8190,11190,repeat_instructions,10000,14000,true,true,No set count.
training-squat-loaded-repeat-marcus-gap100,training,squat-loaded,marcus,repeat_instructions,ready_after_audio_generation,100,1;2,ex-squat-loaded-first-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;Aim for eight reps.",2,8190,8290,8290,11290,repeat_instructions,10000,14000,true,true,No set count.
training-squat-loaded-repeat-marcus-gap250,training,squat-loaded,marcus,repeat_instructions,ready_after_audio_generation,250,1;2,ex-squat-loaded-first-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;Aim for eight reps.",2,8190,8440,8440,11440,repeat_instructions,10000,14000,true,true,No set count.
training-squat-loaded-tracking-recovery-clara-gap0,training,squat-loaded,clara,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5160,5160,8160,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-loaded-tracking-recovery-clara-gap100,training,squat-loaded,clara,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5260,5260,8260,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-loaded-tracking-recovery-clara-gap250,training,squat-loaded,clara,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5410,5410,8410,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-loaded-tracking-recovery-marcus-gap0,training,squat-loaded,marcus,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5040,5040,8040,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-loaded-tracking-recovery-marcus-gap100,training,squat-loaded,marcus,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5140,5140,8140,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-loaded-tracking-recovery-marcus-gap250,training,squat-loaded,marcus,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5290,5290,8290,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-loaded-pause-resume-clara-gap0,training,squat-loaded,clara,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-squat-loaded-pause-resume-clara-gap100,training,squat-loaded,clara,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-squat-loaded-pause-resume-clara-gap250,training,squat-loaded,clara,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-squat-loaded-pause-resume-marcus-gap0,training,squat-loaded,marcus,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-squat-loaded-pause-resume-marcus-gap100,training,squat-loaded,marcus,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-squat-loaded-pause-resume-marcus-gap250,training,squat-loaded,marcus,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-squat-slow-eccentric-first-use-cold-clara-gap0,training,squat-slow-eccentric,clara,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6660,6660,6660,9660,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-slow-eccentric-first-use-cold-clara-gap100,training,squat-slow-eccentric,clara,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6660,6860,6860,9860,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-slow-eccentric-first-use-cold-clara-gap250,training,squat-slow-eccentric,clara,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6660,7160,7160,10160,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-slow-eccentric-first-use-cold-marcus-gap0,training,squat-slow-eccentric,marcus,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6510,6510,6510,9510,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-slow-eccentric-first-use-cold-marcus-gap100,training,squat-slow-eccentric,marcus,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6510,6710,6710,9710,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-slow-eccentric-first-use-cold-marcus-gap250,training,squat-slow-eccentric,marcus,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6510,7010,7010,10010,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-slow-eccentric-first-use-warm-clara-gap0,training,squat-slow-eccentric,clara,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6660,6660,6660,9660,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-slow-eccentric-first-use-warm-clara-gap100,training,squat-slow-eccentric,clara,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6660,6860,6860,9860,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-slow-eccentric-first-use-warm-clara-gap250,training,squat-slow-eccentric,clara,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6660,7160,7160,10160,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-slow-eccentric-first-use-warm-marcus-gap0,training,squat-slow-eccentric,marcus,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6510,6510,6510,9510,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-slow-eccentric-first-use-warm-marcus-gap100,training,squat-slow-eccentric,marcus,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6510,6710,6710,9710,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-slow-eccentric-first-use-warm-marcus-gap250,training,squat-slow-eccentric,marcus,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-squat-slow-eccentric-first-v21;final-position-set-v21;target-squat-slow-eccentric-v21,"Slow-lower squat. Lower slowly, then stand with control.;You're set.;Aim for eight reps.",3,6510,7010,7010,10010,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-slow-eccentric-later-set-clara-gap0,training,squat-slow-eccentric,clara,later_set_same_side_context,ready_after_audio_generation,0,1;2,ex-squat-slow-eccentric-next-v21;target-squat-slow-eccentric-v21,Slow-lower squat.;Aim for eight reps.,2,3360,3360,3360,6360,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-slow-eccentric-later-set-clara-gap100,training,squat-slow-eccentric,clara,later_set_same_side_context,ready_after_audio_generation,100,1;2,ex-squat-slow-eccentric-next-v21;target-squat-slow-eccentric-v21,Slow-lower squat.;Aim for eight reps.,2,3360,3460,3460,6460,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-slow-eccentric-later-set-clara-gap250,training,squat-slow-eccentric,clara,later_set_same_side_context,ready_after_audio_generation,250,1;2,ex-squat-slow-eccentric-next-v21;target-squat-slow-eccentric-v21,Slow-lower squat.;Aim for eight reps.,2,3360,3610,3610,6610,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-slow-eccentric-later-set-marcus-gap0,training,squat-slow-eccentric,marcus,later_set_same_side_context,ready_after_audio_generation,0,1;2,ex-squat-slow-eccentric-next-v21;target-squat-slow-eccentric-v21,Slow-lower squat.;Aim for eight reps.,2,3290,3290,3290,6290,later_set_reminder,4000,6000,true,true,No total set count.
